"year","month","date","day","p1","p2","p3","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10" 
"1995.0","12","06","wed","4029","8362","5976","9868","0975","6648","9823","0520","3226","7958","6093","4225","7663","5398","6931","9443","6723","8976","4710","8713","7267","4115","9419"
"1995.0","12","09","sat","9081","8962","8492","4907","7328","4003","8737","4417","1693","7949","8417","6897","6800","5428","7429","5643","4396","5380","9652","6704","3731","0107","5437"
"1995.0","12","10","sun","4718","7328","1555","4409","9023","1404","9422","9213","1383","3124","8958","5308","4682","4192","0219","9897","4828","9588","3257","9095","7904","4078","8064"
"1995.0","12","13","wed","2665","1746","1944","9263","6885","3498","6021","9073","4100","7757","2609","5132","1212","6056","0202","1604","0904","6231","7267","2161","8682","4900","0189"
"1995.0","12","16","sat","8005","9976","6505","7278","9629","8713","1777","2409","6162","7275","1775","4161","0000","8381","3163","4030","2104","9631","5673","7632","5522","7559","7998"
"1995.0","12","17","sun","1296","4620","3441","4309","9252","3265","0411","3687","7984","3293","0329","3590","5379","9115","3589","9876","5529","0029","4825","5884","8509","7895","0551"
"1995.0","12","20","wed","9598","3874","0105","9593","4155","0807","7422","4796","3189","5779","6499","2087","6903","5786","1711","8219","8529","3337","1784","9707","6784","3841","1184"
"1995.0","12","23","sat","7533","3304","8080","7062","8611","4406","1892","8753","9666","9714","1611","5478","6433","8201","2789","1220","1248","8765","1111","2323","5829","4111","8598"
"1995.0","12","24","sun","9145","2933","7873","2216","4488","0084","9394","0341","0809","6561","2824","6547","8486","6244","8992","0672","0397","8949","3605","4634","9196","7638","7171"
"1995.0","12","27","wed","5385","9157","9283","2447","8977","7128","6920","3978","0026","4510","1383","6183","4304","4750","1294","4553","0686","6770","2285","8350","8808","5674","3520"
"1995.0","12","30","sat","2456","9958","1738","1138","7722","7736","9938","0565","8537","7354","5971","5686","0478","4470","4065","4968","4504","6289","0935","1477","6795","7170","6837"
"1995.0","12","31","sun","1673","8260","3018","9520","2579","3341","7528","8031","3350","4356","7338","0539","4906","1824","3334","3899","2367","7969","0419","3102","7023","9744","9296"
"1996.0","01","03","wed","0228","3608","7570","4527","9728","0413","4662","6329","0643","0324","3800","1675","5011","5538","1767","5813","7607","8043","7650","5519","4630","8097","4236"
"1996.0","01","06","sat","1914","5722","0192","8280","5892","8511","0605","1847","6943","7408","0931","6134","2537","7200","4405","5635","2882","7329","5085","9958","8424","3916","4166"
"1996.0","01","07","sun","1523","4453","3966","4854","8100","8732","8314","5787","1520","6924","0798","9557","1004","7717","2119","8924","2920","3582","4665","2398","9771","8265","3848"
"1996.0","01","10","wed","9527","8600","4513","1475","5557","3096","5229","7438","4444","6122","7993","1105","7465","0991","1046","5360","3393","4051","4875","9895","8382","0873","7017"
"1996.0","01","13","sat","3466","5432","3263","4930","5181","6649","8723","3059","6864","8394","7765","1218","7435","7668","5914","3855","2186","6558","9333","5037","7321","8256","2145"
"1996.0","01","14","sun","3157","7285","3991","0080","0375","9412","2063","6406","7551","7064","6668","2898","4448","8319","8315","8075","7671","1039","3189","6363","7207","4561","1262"
"1996.0","01","17","sun","5076","5232","4940","4696","2012","1709","9782","8702","0948","2668","6406","6242","7173","5754","3276","6010","1534","6032","0067","4436","7713","6114","2075"
"1996.0","01","20","sat","2597","7493","6605","1839","3686","4137","9358","0619","3164","3308","6904","7571","9107","2263","8664","7244","3371","7925","1013","3632","7509","1125","8524"
"1996.0","01","21","sun","9061","0895","5286","9396","5665","9749","4587","9328","8996","0739","1516","8003","3328","7089","6234","3785","1851","8618","1098","3670","4554","2276","3130"
"1996.0","01","24","wed","8595","0114","4069","1957","7186","8316","8343","9982","9211","9701","7106","3271","3829","9952","2035","8175","6662","0190","0190","7075","6415","1913","3438"
"1996.0","01","27","sat","5385","6589","2796","1266","9622","5697","6385","2800","9056","8609","3784","4475","7358","5643","3957","1179","6634","1625","7725","0222","1042","8238","7040"
"1996.0","01","28","sun","3800","8459","1538","2529","1177","3299","0884","5065","3764","5845","5029","8425","5030","0828","6425","9256","5341","8214","3072","9473","4100","1725","4848"
"1996.0","01","31","wed","5309","0340","4977","9506","8125","3087","0120","1873","2816","9323","5495","8513","3628","4012","9116","5818","6264","1050","0078","1500","1822","4646","6574"
"1996.0","02","03","sat","8739","3130","8910","2181","5909","7677","3921","1406","0507","6909","1835","5227","8811","3651","4289","8590","0759","6179","1665","3667","6222","2142","1096"
"1996.0","02","04","sun","7534","8006","8060","3264","6401","9256","4343","2601","3924","8454","3347","3228","1159","3015","1537","3188","9554","2139","9824","8958","3174","8389","2331"
"1996.0","02","07","wed","6208","0205","0814","2491","3204","2345","9739","1025","1488","6641","0148","7682","6531","3801","2484","7236","7901","6340","8600","6802","5629","2630","7740"
"1996.0","02","10","sat","4727","9591","2932","0529","1435","2771","9399","0133","7258","3385","5153","3125","1419","6387","0309","3430","8425","4932","0494","3187","0184","9222","7868"
"1996.0","02","11","sun","6870","1314","6552","4335","0494","9043","1100","6983","6427","1326","9578","7131","5757","2549","8571","4145","9294","3868","8098","9969","2952","8821","7308"
"1996.0","02","14","wed","1891","1552","7534","4451","1586","6682","4350","4196","5443","9548","1617","3825","7234","4657","2643","1117","6410","6453","1141","8062","9439","5935","6910"
"1996.0","02","17","sat","8674","1884","1748","6556","9127","1643","0770","1915","8901","7324","3984","6087","1881","4744","3280","8002","1448","0700","3550","6086","5951","1662","1283"
"1996.0","02","18","sun","5660","8418","5005","5972","9800","2329","9589","2305","5456","4368","8686","2011","9061","9677","5217","1586","0107","0048","1501","6971","6171","0908","1026"
"1996.0","02","21","wed","4771","0163","9490","4974","7159","7647","7901","4539","1981","0109","3463","9897","6890","7167","4811","2199","8449","5920","6261","4390","0898","0028","7942"
"1996.0","02","24","sat","8405","6526","5057","7764","0966","2830","0655","1176","6673","2612","4184","6976","4819","8859","1706","6522","4422","7092","9722","7287","9715","6262","6621"
"1996.0","02","25","sun","3678","0433","6251","8208","6223","3718","3886","2329","9269","0089","8836","9576","9716","3217","3761","4152","7174","0826","6599","7189","4845","9936","0325"
"1996.0","02","28","wed","0028","4756","6402","2710","2879","3142","8120","4664","6068","5658","5767","5844","5991","3216","4414","6201","2484","5299","3378","7590","6246","8134","6141"
"1996.0","03","02","sat","1814","0501","9379","8721","6140","7937","5166","4868","3209","2963","4293","9615","3820","7265","8418","6473","6470","6554","7754","9807","6382","7803","5490"
"1996.0","03","03","sun","0038","4199","0735","4517","2410","0482","1077","1699","1586","0006","2392","5815","4241","8700","2410","7869","8691","8416","1583","3949","8760","1400","3985"
"1996.0","03","06","wed","8451","0362","7686","5571","0585","9697","7122","7422","7166","6629","8358","5739","0805","6954","4817","0071","4466","5395","6633","4095","7492","7868","6821"
"1996.0","03","09","sat","1375","7373","7999","8666","5454","9960","1381","9732","6192","7297","3349","7286","2643","8865","5818","8895","2217","0454","8273","8526","2871","1488","3783"
"1996.0","03","10","sun","7046","2726","3516","4347","7237","8747","1416","8984","0578","1716","8643","7087","1449","5993","6313","1876","6639","4287","1260","3421","7073","5659","3148"
"1996.0","03","13","wed","3728","1914","8112","7903","8590","4226","6504","1033","3272","3162","4012","7563","0504","9501","3954","0886","2094","2406","1220","3786","9833","2419","0895"
"1996.0","03","16","sat","7729","3241","9834","9252","2050","1095","3521","9055","6945","3266","4007","2862","5435","2910","4060","2528","8510","7127","8040","6650","6441","1210","8295"
"1996.0","03","17","sun","1514","4867","7256","8984","7892","4413","6606","6342","3400","3440","0642","8054","4279","4980","7013","6376","6317","2688","4433","5305","5761","8278","8985"
"1996.0","03","20","wed","5502","5413","1808","3136","1970","2951","4025","1996","1779","1171","6283","9426","2100","8369","1398","0885","0542","4623","8155","6712","5687","3546","7483"
"1996.0","03","23","sat","2522","9067","1878","8993","3675","1346","7187","8199","5971","1067","0440","2074","0345","4138","7496","5840","1232","5353","8226","2118","4853","4988","0511"
"1996.0","03","24","sun","7807","8605","5222","0888","0994","2263","7446","0952","1218","5609","0261","3647","9535","5468","9849","1417","2886","3312","4241","0120","9746","8154","8257"
"1996.0","03","27","wed","3187","5866","3739","5784","8265","1223","4321","8652","6003","0810","8503","6291","6535","2859","3061","9249","8799","1065","5800","2491","8170","4994","8845"
"1996.0","03","30","sat","4641","1149","6362","7632","9721","3351","6738","1084","6682","8661","8246","1208","0245","8560","2808","7691","3438","4899","1425","3329","7143","7201","3669"
"1996.0","03","31","sun","9312","2702","6761","0712","2168","3569","9029","0313","6424","2765","0015","2573","4003","8789","2356","7946","8827","4533","1961","6540","5305","2145","1091"
"1996.0","04","03","wed","4297","7805","1411","2800","3904","1840","2128","7865","3728","8932","7553","2960","7559","5065","1297","6326","0317","3846","4249","3104","9578","6588","2311"
"1996.0","04","06","sat","4935","3661","4910","1039","5968","2797","8951","1072","6706","9279","4999","6191","9540","8182","7150","4706","0786","2744","9891","0259","0645","7104","4515"
"1996.0","04","07","sun","5796","0993","2300","5620","8994","6142","2929","7323","7180","0568","0941","4630","7957","1343","9598","5486","5472","7314","7691","2287","7087","3402","6597"
"1996.0","04","10","wed","9668","9527","9258","9474","7390","6063","4075","9025","2376","8475","9291","1968","3003","2459","2078","8683","6240","3772","5332","3444","1734","5153","7508"
"1996.0","04","13","sat","4049","6381","7715","0233","1148","9743","2967","4886","9746","2010","5626","7758","8015","7585","8669","0298","8691","1299","1254","9595","1726","5471","7529"
"1996.0","04","14","sun","7474","1763","5545","0630","5702","0834","1323","5433","7933","0800","8227","8812","8737","4438","1827","5937","6398","4549","7142","0784","3676","2147","1813"
"1996.0","04","17","wed","2862","8923","5577","2039","9607","5086","6105","7283","7402","2563","0137","1644","7644","7427","6838","5741","8536","6908","0111","3579","1377","5771","5837"
"1996.0","04","20","sat","8183","7257","2627","2030","9006","5435","9157","5610","9317","3595","0715","7169","6352","8176","2884","9944","6631","4481","8095","4464","3412","2114","7557"
"1996.0","04","21","sun","6554","7098","3718","7973","0249","1047","4522","5294","9773","7060","2297","1105","4114","3163","8879","0365","7148","9999","4929","1945","0970","8934","8458"
"1996.0","04","24","wed","9970","7891","7977","9156","4365","6394","4090","3808","6414","6433","2803","9546","6554","6308","1847","3011","5083","9804","8596","6201","0654","6357","0438"
"1996.0","04","27","sat","2446","0898","6348","5516","9627","5432","3732","2577","0653","1837","4949","6957","7027","9001","5116","3528","6526","9824","9769","5751","8578","7289","5801"
"1996.0","04","28","sun","4660","0536","3218","7800","3440","6241","9514","9359","4333","2886","6508","0388","8325","5233","4459","9730","9297","4492","9139","3814","9498","3271","2791"
"1996.0","05","01","wed","2226","5703","8096","2655","1046","2937","4214","3024","8106","1932","5864","8521","4247","9952","2247","6541","2460","2193","5671","7777","9670","2887","6549"
"1996.0","05","04","sat","8760","2353","3769","4384","4584","5489","1718","6835","9182","8973","6876","6696","6161","7903","8886","0530","2113","8011","8517","0617","5144","7187","3660"
"1996.0","05","05","sun","8141","1763","6397","6339","6342","4366","8628","9687","0972","2033","6017","8534","5702","2191","0893","8370","1507","9325","1635","4055","2577","8871","7240"
"1996.0","05","08","wed","5420","7130","0950","8477","6373","7819","4898","7138","3355","4035","6117","2977","9735","7311","3656","6814","1006","0724","0766","6120","0723","5587","3197"
"1996.0","05","11","sat","3117","6817","1868","9934","2829","9568","1612","1919","0533","4543","4397","4380","1875","8251","2812","9455","6451","2972","7331","8680","4771","1861","2199"
"1996.0","05","12","sun","6205","7769","7333","4730","4958","8355","3053","2954","6943","3629","1750","0006","4331","8224","0263","6203","3933","9610","5484","5731","8618","8348","4106"
"1996.0","05","15","wed","5318","8955","9611","4508","1920","5815","1062","3357","4716","4401","8970","9181","3260","9323","2707","1116","5827","5441","8855","6519","2528","7995","2262"
"1996.0","05","18","sat","0083","8977","5020","4093","5672","2832","6311","0915","5687","5308","2344","3883","5573","9201","5418","4096","8896","0753","6179","5294","4837","6946","7749"
"1996.0","05","19","sun","5636","5220","7684","2302","1093","0258","1667","3355","1721","2951","4397","5351","9188","9331","4326","5287","9563","9991","2268","0615","3483","3958","7613"
"1996.0","05","22","wed","2527","4879","0077","4275","1721","5749","9084","4063","9122","7927","7659","9642","5365","7958","9699","4662","0778","8444","7503","5839","0182","2004","3673"
"1996.0","05","25","sat","8535","4212","8772","5309","6455","0223","4371","5694","7552","2855","6281","9363","8947","3144","9656","6030","8930","9328","1836","0912","6554","7005","3429"
"1996.0","05","26","sun","6914","7788","4796","7104","9702","1347","7693","8742","4639","3267","3843","5049","1715","5791","7665","9032","0200","6216","8750","1228","0401","2742","6210"
"1996.0","05","29","wed","2687","0474","6374","0412","5798","9712","3467","3557","1687","5060","8430","6923","2767","4661","8324","5112","3005","3288","2835","8977","9673","2063","7001"
"1996.0","06","01","sat","1812","6132","4361","1738","9822","4331","0350","1604","4584","9605","1375","2230","5624","6677","9453","7686","0170","4348","4601","3765","9627","0885","6933"
"1996.0","06","02","sun","4837","7796","1131","6975","0134","2194","8030","4363","8191","0117","6041","2473","0846","5230","5076","7835","2473","3348","3905","1983","3066","6733","4326"
"1996.0","06","05","wed","2824","2115","1422","1278","4793","9853","5426","1641","4284","3321","7881","1127","2638","8859","2060","2252","5628","7179","7988","3598","3578","8439","3752"
"1996.0","06","08","sat","9495","9944","2990","1801","6025","7298","4330","0076","4447","4585","3056","2946","5615","8306","4980","6328","7449","2118","9544","6570","9361","6720","3452"
"1996.0","06","09","sun","4945","8769","0513","2812","9099","6174","7681","5819","7135","5998","6711","6687","8645","0570","6052","4915","7470","7213","2985","3052","8395","1441","1441"
"1996.0","06","12","wed","3638","1815","3275","7067","4275","2793","6828","6062","6915","4207","5219","7138","8192","9047","6766","4281","8199","5749","9731","2886","7501","4225","3048"
"1996.0","06","15","sat","9921","5325","1137","1145","2963","1414","1536","3068","2883","6694","4037","6190","0264","0642","3736","1877","1360","0237","3270","5593","9237","9213","9253"
"1996.0","06","16","sun","4344","9570","8473","4709","2433","0153","8871","4546","3729","1524","9524","2983","4542","0103","5206","1839","9321","7179","7618","8772","4682","0007","6859"
"1996.0","06","19","wed","8253","5725","4599","6304","7723","9812","5502","8305","1070","0656","4260","8921","8922","6541","5344","6187","6558","2931","5687","0950","4045","0505","6483"
"1996.0","06","22","sat","5959","6721","5185","1691","6638","3348","0577","2786","9595","0130","7662","1053","4212","9834","0331","8873","7013","8998","6955","1497","0433","9962","5365"
"1996.0","06","23","sun","0085","0073","8143","1902","7331","4352","9365","9102","1044","8889","6423","8306","3063","2931","0604","9179","4004","4531","6969","9639","3937","6845","8158"
"1996.0","06","26","wed","9039","8400","7483","1982","9152","9544","0296","0818","5800","2137","1008","0816","2244","8630","7047","1992","1765","9320","1247","6671","3458","8226","9750"
"1996.0","06","29","sat","1567","3202","1891","2742","0488","1880","7585","3913","9274","4555","3607","6823","5617","6715","6957","6457","9008","0685","1481","6272","4720","8859","1951"
"1996.0","06","30","sun","1999","9925","4836","5316","3097","1451","9270","3859","4701","6974","7078","3168","9821","4403","4845","8381","5730","3903","3513","7530","9240","6168","2700"
"1996.0","07","03","wed","8131","7128","3883","9130","0221","1184","9390","7723","7265","0600","2289","3952","8628","8927","9644","1705","0614","2304","5294","8089","4882","6314","2142"
"1996.0","07","06","sat","8360","1932","2714","6011","8474","4080","6942","8386","8153","6601","0995","9103","1367","5010","5669","6418","9095","8456","4995","3260","5401","1015","9341"
"1996.0","07","07","sun","5845","6596","3253","3567","0579","0173","5898","0169","9550","6016","1294","5626","6842","5574","2958","4373","0209","2910","6597","7102","5298","6572","8996"
"1996.0","07","10","wed","2000","2991","0916","2789","2103","5032","0145","9671","2616","2146","3895","4932","2130","0607","5982","0884","4282","0163","3197","1877","6361","3761","6844"
"1996.0","07","13","sat","4519","0344","1636","8652","0555","3601","5105","5592","8375","9718","1136","4585","8127","6116","7117","7842","0363","0010","8334","9799","9460","2036","9473"
"1996.0","07","14","sun","5452","0368","2457","0467","5958","7209","2465","9040","7209","8405","6591","2238","3368","9089","8751","1595","7353","4548","3618","0755","0374","8442","0898"
"1996.0","07","17","wed","5355","8507","0374","3097","8267","4088","8205","5941","1004","8504","2843","5068","5192","4773","0233","9176","9985","9501","6776","9280","4315","9321","7421"
"1996.0","07","20","sat","7936","6003","1995","9561","1046","4841","8164","2148","1182","4317","5151","7234","6190","6594","5054","5383","0576","7388","7805","7716","7110","0517","1256"
"1996.0","07","21","sun","2763","1523","3298","8625","3075","6625","9825","8429","9638","0580","5431","9807","4566","8062","6175","8233","9523","2062","4755","8828","1468","7940","0381"
"1996.0","07","24","wed","1423","8672","7922","2281","5338","6302","2984","1806","0443","7382","8657","0818","0638","9436","8180","1321","8468","5724","0480","7798","4131","1061","7796"
"1996.0","07","27","sat","8817","4116","6306","5670","9525","9846","1380","4396","7794","9692","2595","8176","1162","2169","9683","0373","4081","7060","6774","7134","8606","8238","5895"
"1996.0","07","28","sun","3864","8442","0395","1474","0253","6528","9414","7645","9312","6555","3557","2521","9586","4307","0386","9490","2498","9089","9612","0459","3088","9124","3466"
"1996.0","07","31","wed","7159","9997","8786","2682","8724","8624","5155","6580","2504","8393","6852","7328","2181","8431","6191","4541","4678","5425","2855","2515","9682","8891","4463"
"1996.0","08","03","sat","5904","5683","9577","2897","3655","1891","9433","0523","5675","8013","4286","1750","6050","0705","5591","4979","8386","4200","5292","9312","4813","3403","3646"
"1996.0","08","04","sun","7818","3282","7762","5337","9341","8049","8048","8789","9953","6265","1050","2424","7160","8067","7469","8577","6573","1501","6527","4381","6435","5111","0987"
"1996.0","08","07","wed","6003","7296","6579","2169","6967","1545","4282","6794","7856","1733","1340","0342","4433","6050","7447","4729","0012","8517","4149","7478","0828","6696","0934"
"1996.0","08","10","sat","9922","1834","9265","4054","9577","2540","3849","2051","7952","2348","7295","4305","2687","8254","3470","9688","0863","1255","5178","9715","9900","8207","8860"
"1996.0","08","11","sun","6239","0805","9746","8967","9818","2654","2413","0023","2570","7907","0799","3797","0347","1419","6817","7328","1099","8102","3919","3569","1046","7596","8298"
"1996.0","08","14","wed","3008","1791","5273","6000","8771","2586","8380","0191","1779","1501","1603","4830","4004","7157","4648","2280","4767","3269","8354","8480","9447","2414","0845"
"1996.0","08","17","sat","5658","2065","8657","3438","9987","7559","2102","3329","9855","4455","1081","4835","7476","9331","7908","7482","1292","7222","9303","7823","6017","6752","6094"
"1996.0","08","18","sun","3909","1085","2078","0434","9089","0523","7906","0400","2695","1555","0140","4388","9837","2229","1349","0901","3875","0311","8604","3703","9700","2592","5928"
"1996.0","08","21","wed","3728","0817","2787","4885","2188","7264","8404","3024","0400","1278","8113","2907","3961","7558","8477","0468","3310","1251","3184","8282","6951","2175","9181"
"1996.0","08","24","sat","4417","4295","2869","4037","9381","6338","2804","3038","2336","2961","7123","9023","4330","2166","0796","9137","7344","2813","5061","1349","0399","7991","9559"
"1996.0","08","25","sun","4912","6079","1593","6678","0093","3403","6459","1775","0395","6554","3997","2901","0783","5797","7447","2086","4146","3805","3641","6370","2235","0205","7857"
"1996.0","08","28","wed","3333","5082","7298","5182","1220","8875","3441","4279","1479","1510","4011","6652","7355","9341","3228","4364","8535","2165","5475","8204","3230","4245","7326"
"1996.0","08","31","sat","5581","7930","8997","4435","3177","2280","0696","7213","3269","5183","4900","5222","4956","9788","8441","7955","4932","3293","5656","2240","8681","3186","9771"
"1996.0","09","01","sun","9436","5820","0501","8530","9443","8217","6063","4854","2205","6741","0569","1018","0594","2961","8600","7268","7373","8861","2904","2793","9428","4650","3739"
"1996.0","09","04","wed","1871","2078","9413","0829","8088","5803","9617","8842","0493","0866","5810","7201","7115","5902","6409","2952","6406","1646","5512","8424","7563","1525","8221"
"1996.0","09","07","sat","8324","6201","9776","6712","4744","5831","4641","0308","7073","6228","6587","6449","2625","9900","4995","2217","1077","0917","0041","4955","0146","9528","9475"
"1996.0","09","08","sun","5174","7357","0912","6580","8114","1865","9883","8617","3764","5245","3182","5533","0839","6730","8419","1530","9389","8328","7828","5295","4463","7076","3286"
"1996.0","09","11","wed","2723","7382","2135","4253","0513","7362","2318","4810","2589","8793","9308","4208","4626","8061","0948","7609","2975","3899","5993","7093","2510","0024","5620"
"1996.0","09","14","sat","6708","9631","4227","4265","4143","5493","1371","0707","7637","1230","5893","9921","9401","6181","5637","6743","7672","4566","8718","1477","6110","1752","2463"
"1996.0","09","15","sun","2969","1718","1962","4437","7097","4038","9436","1325","2131","5662","3079","2253","6831","4340","6172","3915","2910","9013","1443","3808","7698","7080","8667"
"1996.0","09","18","wed","9245","0522","2302","1079","9213","4532","2283","2795","4259","7941","3025","2010","1123","3641","6624","1225","5730","7068","0364","3190","4617","4266","8681"
"1996.0","09","21","sat","4594","1096","0826","1011","2359","9854","9930","2347","1768","9271","2032","8142","0266","1923","4828","8705","7872","1824","5566","0531","1034","8703","0476"
"1996.0","09","22","sun","0800","5156","5154","1108","1765","4103","3228","5267","0463","1044","5107","2763","4616","7512","4513","0446","8151","0744","0771","0061","1315","1032","6301"
"1996.0","09","25","wed","9559","6939","9650","8973","0538","9689","1296","1311","5252","1407","5187","6886","1985","2200","7760","2449","8514","1835","6684","9605","3265","2929","8538"
"1996.0","09","28","sat","2835","0576","1830","4366","0121","7604","3228","3043","6472","8535","4426","0986","8253","5234","2198","3418","5435","5161","9973","3590","2632","1811","0068"
"1996.0","09","29","sun","9117","1246","1457","7894","7903","0056","9323","3512","9686","1525","7208","3173","1330","1606","2252","4597","7477","3053","3070","3779","2271","9707","4032"
"1996.0","10","02","wed","0077","7209","9581","1132","3489","9504","4858","7306","8459","8094","2273","1807","4678","7909","8378","9929","3560","0501","0308","9115","6682","7777","9563"
"1996.0","10","05","sat","5045","5558","3173","5896","3107","0215","6683","8096","3184","1081","9105","0208","2052","8598","1103","5158","5012","3484","8029","5421","8567","4466","6177"
"1996.0","10","06","sun","7143","8249","5712","0038","9477","0009","0979","1074","5440","9757","7524","5782","6796","7635","9331","1193","8447","8373","6831","5750","3840","9281","5298"
"1996.0","10","09","wed","1638","9656","0944","5800","5154","6430","8772","1444","0686","7244","8491","5958","6116","8488","6810","1309","5603","2730","3137","3322","7525","0212","6633"
"1996.0","10","12","sat","0434","5948","0608","7910","4207","1485","0445","3530","2412","1181","5279","5073","6304","3926","8379","1710","6082","6374","9970","7881","6487","1930","9647"
"1996.0","10","13","sun","2552","2427","7176","4044","1009","7998","6248","6270","8540","9436","5257","1057","4822","7839","7166","7254","2833","0646","1216","2596","3360","1494","3222"
"1996.0","10","16","wed","7429","2247","9629","0346","0799","8229","9051","8538","2479","7761","4394","7056","1394","2955","2448","5416","8921","5755","1773","9332","0472","0841","9910"
"1996.0","10","19","sat","1721","0079","0935","5333","3290","4177","5891","3468","9715","3696","3883","5033","6451","7854","9033","7702","9572","3620","3746","1799","4724","7353","9423"
"1996.0","10","20","sun","5443","7229","1530","0536","2910","2749","6461","1791","4126","7078","2834","4602","8524","9207","3275","5325","1149","4326","6895","9678","9857","7509","4097"
"1996.0","10","23","wed","2424","9978","2463","2204","6017","9233","3890","1410","9995","7291","1974","1579","6024","3922","2460","5512","9814","6279","4752","7563","2026","3752","8842"
"1996","10","26","sat","7749","7411","5358","6528","5096","0328","2168","6408","3392","4295","5997","0508","4767","0792","6206","4114","0331","3172","0457","9300","7353","5455","5053"
"1996.0","10","27","sun","1207","3517","1059","2795","0492","4700","6765","0464","5634","4953","7474","3622","7064","1302","8766","4641","4572","1449","8317","8280","8724","1466","2974"
"1996.0","10","30","wed","9004","1672","1608","7764","5320","8235","8898","2934","2666","5891","5875","6359","5977","2789","2683","6086","3431","9551","8392","0972","3333","0680","9258"
"1996.0","11","02","sat","9307","0735","8103","9325","7543","6494","5294","4705","0171","7413","6762","3388","4307","9561","5318","5747","7424","5120","2762","4387","6850","9226","3774"
"1996.0","11","03","sun","2473","8840","4861","8549","4692","2658","6364","0602","2836","4760","3852","0971","3771","1598","0693","4208","5089","8524","9261","3569","6365","3511","5934"
"1996.0","11","06","wed","9650","6128","0796","7708","2616","4489","0957","2761","0810","5693","8605","5509","0536","1946","0096","8315","9302","6166","7272","2271","6735","8199","4843"
"1996.0","11","09","sat","2684","2035","0144","3954","4955","6101","3842","5422","9726","8827","4290","2499","8132","8093","3849","3304","7281","8716","3305","2799","2852","3814","6777"
"1996.0","11","10","sun","8416","9150","6825","3235","1323","2753","4501","0393","1087","8220","7688","0998","9878","7543","6888","4005","6086","4342","9138","1958","9487","9561","2098"
"1996.0","11","13","wed","9952","4059","3842","5766","1069","3263","1126","7008","0140","1712","0310","3263","7133","0313","7846","4409","6981","6763","5397","2858","4283","2037","7811"
"1996.0","11","16","sat","6908","1714","6953","8563","3243","7386","7269","7499","1057","3875","1305","8143","1050","8186","9720","4654","2190","5541","5231","4767","0454","9268","0084"
"1996.0","11","17","sun","2834","7460","6269","4074","4428","4342","1344","7810","7137","8236","1367","1228","1184","7482","9750","1122","8333","4890","8189","7107","4310","9325","2122"
"1996.0","11","20","wed","1007","5494","1859","9894","7702","2431","1995","5077","5228","5006","0518","7558","1313","2751","2942","0770","1539","1547","9942","5166","6592","2347","7230"
"1996.0","11","23","sat","9095","2795","8327","5195","7452","1591","9579","9154","2180","1991","8601","4903","6300","9296","7530","7870","0643","2287","7944","3837","9373","2065","5036"
"1996.0","11","24","sun","6030","4771","7193","1208","2758","8824","9854","4839","2976","0256","9923","2385","5832","9294","9965","6887","5858","9890","9887","9373","6899","1555","8635"
"1996.0","11","27","wed","5827","5866","9622","9013","1778","8576","7878","7672","3781","4346","2262","3097","2251","8384","0357","5149","7425","3411","4872","0666","4297","8964","7018"
"1996.0","11","30","sat","7291","5897","4959","6782","1406","0715","5420","1368","6869","9704","6723","0027","4350","8377","0747","6434","2164","2909","9982","3878","0827","9169","5891"
"1996.0","12","01","sun","2397","5511","9094","1894","3998","7835","2928","5900","5633","6779","9119","1741","5271","6223","0572","1975","5650","1478","5439","8185","1798","6918","8969"
"1996.0","12","04","wed","0821","1979","2440","5475","2188","9592","2825","8571","3094","0050","6976","6838","0815","7975","2858","9478","9039","3916","0827","7707","1794","2804","9386"
"1996.0","12","07","sat","1347","9624","8440","1842","2509","9042","9839","3650","8559","4840","4439","7241","3629","5599","0224","5032","2128","4568","5567","8270","5165","3276","3383"
"1996.0","12","08","sun","0190","3452","2076","0816","6287","0246","3333","0373","1534","6327","2751","3409","3811","3279","2927","1282","3387","2256","6633","9273","4380","0415","2208"
"1996.0","12","11","wed","0260","7152","0086","9925","9852","1660","9568","1408","2083","3919","5570","4896","9979","0560","1667","7321","6775","8324","3218","8534","3724","7267","0168"
"1996.0","12","14","sat","1741","7216","3479","7597","6397","6795","0682","3236","3686","4073","1963","5923","0214","7630","2302","0686","0443","6449","8407","2488","8656","2890","7923"
"1996.0","12","15","sun","1531","6799","0104","1294","8169","9030","9687","4895","1957","3107","7543","4437","2855","6901","3136","7961","6090","5275","5930","2023","8669","9974","3400"
"1996.0","12","18","wed","7877","8009","8428","6725","7922","7068","9044","6440","5820","5483","5085","1079","2260","9632","5688","3567","7471","4615","3060","5321","5866","4782","1242"
"1996.0","12","21","sat","6756","0064","3050","2331","5527","7554","3469","1838","5028","2080","2279","3656","6759","3339","3070","3459","5736","1926","9278","2290","0474","8093","0678"
"1996.0","12","22","sun","6450","1595","0159","5481","1414","4972","6596","4321","0960","0707","8705","9998","3570","2566","8554","4483","1775","7035","1421","8337","0675","4092","9952"
"1996.0","12","25","wed","4627","4792","7902","9158","5681","5793","7224","2184","3257","4927","2766","9068","2591","5314","8705","9706","9188","4056","8522","8881","5803","5037","1711"
"1996.0","12","28","sat","3132","8866","7338","6055","5272","0161","0202","5017","5923","6783","2461","2997","9261","4981","5838","7214","4712","1862","9497","6693","5281","5817","5818"
